,Unnamed: 0,antecedents,consequents,support,confidence,lift
114,114,"[""'Kay Beauty Hd Liquid Concealer'"", ""'Kay Beauty Illuminating Highlighter'"", ""'Nykaa SKINgenius Skin Perfecting & Hydrating Matte Powder Compact - Rose Beige 02'""]","[""'Kay Beauty Eyeshadow Palette'""]",0.1951219512195122,1.0,2.0500000000000003
115,115,"[""'Kay Beauty Matte Compact'"", ""'Kay Beauty Hd Liquid Concealer'"", ""'Kay Beauty Ultra Black Volume & Length Mascara - Midnight'""]","[""'Kay Beauty Eyeshadow Palette'""]",0.1951219512195122,1.0,2.0500000000000003
116,116,"[""'Kay Beauty Hd Liquid Concealer'"", ""'Kay Beauty Eyeshadow Palette'"", ""'Kay Beauty Ultra Black Volume & Length Mascara - Midnight'""]","[""'Kay Beauty Matte Compact'""]",0.1951219512195122,1.0,1.9523809523809523
117,117,"[""'Kay Beauty Hd Liquid Concealer'"", ""'Kay Beauty Ultra Black Volume & Length Mascara - Midnight'""]","[""'Kay Beauty Matte Compact'"", ""'Kay Beauty Eyeshadow Palette'""]",0.1951219512195122,1.0,2.4117647058823533
118,118,"[""'Kay Beauty Matte Compact'"", ""'Kay Beauty Hd Liquid Concealer'"", ""'Lakme Absolute Kohl Ultimate The Gelato Collection'""]","[""'Kay Beauty Eyeshadow Palette'""]",0.1951219512195122,1.0,2.0500000000000003
119,119,"[""'Kay Beauty Matte Compact'"", ""'Lakme Absolute Plush Matte Lip Crayon'"", ""'Kay Beauty Hd Liquid Concealer'""]","[""'Kay Beauty Eyeshadow Palette'""]",0.1707317073170731,1.0,2.0500000000000003
120,120,"[""'Nykaa Matte to Last! Mini Metallic Liquid Lipstick and Eyeshadow'"", ""'Kay Beauty Matte Compact'"", ""'Kay Beauty Hd Liquid Concealer'""]","[""'Kay Beauty Eyeshadow Palette'""]",0.1707317073170731,1.0,2.0500000000000003
121,121,"[""'Kay Beauty Matte Compact'"", ""'Kay Beauty Hd Liquid Concealer'"", ""'Nykaa SKINgenius Skin Perfecting & Hydrating Matte Powder Compact - Rose Beige 02'""]","[""'Kay Beauty Eyeshadow Palette'""]",0.1707317073170731,1.0,2.0500000000000003
122,122,"[""'Kay Beauty Hd Liquid Concealer'"", ""'Lakme Absolute Kohl Ultimate The Gelato Collection'"", ""'Kay Beauty Ultra Black Volume & Length Mascara - Midnight'""]","[""'Kay Beauty Eyeshadow Palette'""]",0.1707317073170731,1.0,2.0500000000000003
123,123,"[""'Lakme Absolute Plush Matte Lip Crayon'"", ""'Lakme Absolute Kohl Ultimate The Gelato Collection'"", ""'Kay Beauty Hd Liquid Concealer'""]","[""'Kay Beauty Eyeshadow Palette'""]",0.1707317073170731,1.0,2.0500000000000003
124,124,"[""'Nykaa Matte to Last! Mini Metallic Liquid Lipstick and Eyeshadow'"", ""'Kay Beauty Hd Liquid Concealer'"", ""'Lakme Absolute Kohl Ultimate The Gelato Collection'""]","[""'Kay Beauty Eyeshadow Palette'""]",0.1707317073170731,1.0,2.0500000000000003
125,125,"[""'Kay Beauty Matte Compact'"", ""'Kay Beauty Ultra Black Volume & Length Mascara - Midnight'"", ""'Kay Beauty Illuminating Highlighter'""]","[""'Kay Beauty Eyeshadow Palette'""]",0.1707317073170731,1.0,2.0500000000000003
126,126,"[""'Kay Beauty Eyeshadow Palette'"", ""'Kay Beauty Illuminating Highlighter'"", ""'Kay Beauty Ultra Black Volume & Length Mascara - Midnight'""]","[""'Kay Beauty Matte Compact'""]",0.1707317073170731,1.0,1.9523809523809523
127,127,"[""'Kay Beauty Matte Compact'"", ""'Lakme Absolute Kohl Ultimate The Gelato Collection'"", ""'Kay Beauty Illuminating Highlighter'""]","[""'Kay Beauty Eyeshadow Palette'""]",0.1707317073170731,1.0,2.0500000000000003
128,128,"[""'Kay Beauty Matte Compact'"", ""'Lakme Absolute Kohl Ultimate The Gelato Collection'"", ""'Kay Beauty Ultra Black Volume & Length Mascara - Midnight'""]","[""'Kay Beauty Eyeshadow Palette'""]",0.2195121951219512,1.0,2.0500000000000003
129,129,"[""'Lakme Absolute Kohl Ultimate The Gelato Collection'"", ""'Kay Beauty Eyeshadow Palette'"", ""'Kay Beauty Ultra Black Volume & Length Mascara - Midnight'""]","[""'Kay Beauty Matte Compact'""]",0.2195121951219512,1.0,1.9523809523809523
130,130,"[""'Kay Beauty Matte Compact'"", ""'Lakme Absolute Plush Matte Lip Crayon'"", ""'Lakme Absolute Kohl Ultimate The Gelato Collection'""]","[""'Kay Beauty Eyeshadow Palette'""]",0.1707317073170731,1.0,2.0500000000000003
131,131,"[""'Nykaa Matte to Last! Mini Metallic Liquid Lipstick and Eyeshadow'"", ""'Kay Beauty Matte Compact'"", ""'Lakme Absolute Kohl Ultimate The Gelato Collection'""]","[""'Kay Beauty Eyeshadow Palette'""]",0.1951219512195122,1.0,2.0500000000000003
132,132,"[""'Nykaa Matte to Last! Mini Metallic Liquid Lipstick and Eyeshadow'"", ""'Kay Beauty Matte Compact'"", ""'Lakme Kajal - Black'""]","[""'Kay Beauty Eyeshadow Palette'""]",0.1707317073170731,1.0,2.0500000000000003
133,133,"[""'Nykaa Matte to Last! Mini Metallic Liquid Lipstick and Eyeshadow'"", ""'Lakme Absolute Plush Matte Lip Crayon'"", ""'Kay Beauty Eyeshadow Palette'""]","[""'Lakme Absolute Kohl Ultimate The Gelato Collection'""]",0.1707317073170731,1.0,2.2777777777777777
134,134,"[""'Nykaa Matte to Last! Mini Metallic Liquid Lipstick and Eyeshadow'"", ""'Lakme Absolute Plush Matte Lip Crayon'"", ""'Lakme Absolute Kohl Ultimate The Gelato Collection'""]","[""'Kay Beauty Eyeshadow Palette'""]",0.1707317073170731,1.0,2.0500000000000003
135,135,"[""'Kay Beauty Matte Compact'"", ""'Kay Beauty Ultra Black Volume & Length Mascara - Midnight'"", ""'Kay Beauty Illuminating Highlighter'""]","[""'Kay Beauty Hd Liquid Concealer'""]",0.1707317073170731,1.0,2.9285714285714284
136,136,"[""'Kay Beauty Hd Liquid Concealer'"", ""'Kay Beauty Illuminating Highlighter'"", ""'Kay Beauty Ultra Black Volume & Length Mascara - Midnight'""]","[""'Kay Beauty Matte Compact'""]",0.1707317073170731,1.0,1.9523809523809523
137,137,"[""'Kay Beauty Matte Compact'"", ""'Lakme Absolute Kohl Ultimate The Gelato Collection'"", ""'Kay Beauty Illuminating Highlighter'""]","[""'Kay Beauty Hd Liquid Concealer'""]",0.1707317073170731,1.0,2.9285714285714284
138,138,"[""'Kay Beauty Hd Liquid Concealer'"", ""'Lakme Absolute Kohl Ultimate The Gelato Collection'"", ""'Kay Beauty Ultra Black Volume & Length Mascara - Midnight'""]","[""'Kay Beauty Matte Compact'""]",0.1707317073170731,1.0,1.9523809523809523
139,139,"[""'Nykaa Matte to Last! Mini Metallic Liquid Lipstick and Eyeshadow'"", ""'Kay Beauty Colour Correcting Primer'"", ""'Kay Beauty Eyeshadow Palette'"", ""'Kay Beauty Illuminating Highlighter'""]","[""'Kay Beauty Hd Liquid Concealer'""]",0.1707317073170731,1.0,2.9285714285714284
140,140,"[""'Nykaa Matte to Last! Mini Metallic Liquid Lipstick and Eyeshadow'"", ""'Kay Beauty Colour Correcting Primer'"", ""'Kay Beauty Hd Liquid Concealer'"", ""'Kay Beauty Illuminating Highlighter'""]","[""'Kay Beauty Eyeshadow Palette'""]",0.1707317073170731,1.0,2.0500000000000003
141,141,"[""'Kay Beauty Eyeshadow Palette'"", ""'Kay Beauty Hd Liquid Concealer'"", ""'Kay Beauty Gel Eye Pencil'"", ""'Kay Beauty Matte Compact'""]","[""'Kay Beauty Creme Blush'""]",0.1707317073170731,1.0,2.5625
142,142,"[""'Kay Beauty Creme Blush'"", ""'Kay Beauty Eyeshadow Palette'"", ""'Kay Beauty Hd Liquid Concealer'"", ""'Kay Beauty Gel Eye Pencil'""]","[""'Kay Beauty Matte Compact'""]",0.1707317073170731,1.0,1.9523809523809523
143,143,"[""'Kay Beauty Creme Blush'"", ""'Kay Beauty Matte Compact'"", ""'Kay Beauty Hd Liquid Concealer'"", ""'Kay Beauty Gel Eye Pencil'""]","[""'Kay Beauty Eyeshadow Palette'""]",0.1707317073170731,1.0,2.0500000000000003
144,144,"[""'Kay Beauty Creme Blush'"", ""'Kay Beauty Matte Compact'"", ""'Kay Beauty Hd Liquid Concealer'"", ""'Kay Beauty Eyeshadow Palette'""]","[""'Kay Beauty Gel Eye Pencil'""]",0.1707317073170731,1.0,4.1000000000000005
145,145,"[""'Kay Beauty Matte Compact'"", ""'Kay Beauty Hd Liquid Concealer'"", ""'Kay Beauty Gel Eye Pencil'""]","[""'Kay Beauty Creme Blush'"", ""'Kay Beauty Eyeshadow Palette'""]",0.1707317073170731,1.0,4.555555555555555
146,146,"[""'Kay Beauty Creme Blush'"", ""'Kay Beauty Hd Liquid Concealer'"", ""'Kay Beauty Gel Eye Pencil'""]","[""'Kay Beauty Matte Compact'"", ""'Kay Beauty Eyeshadow Palette'""]",0.1707317073170731,1.0,2.4117647058823533
147,147,"[""'Kay Beauty Creme Blush'"", ""'Kay Beauty Hd Liquid Concealer'"", ""'Kay Beauty Eyeshadow Palette'""]","[""'Kay Beauty Matte Compact'"", ""'Kay Beauty Gel Eye Pencil'""]",0.1707317073170731,1.0,5.125
148,148,"[""'Kay Beauty Eyeshadow Palette'"", ""'Kay Beauty Matte Compact'"", ""'Kay Beauty Gel Eye Pencil'"", ""'Kay Beauty Ultra Black Volume & Length Mascara - Midnight'""]","[""'Kay Beauty Creme Blush'""]",0.1707317073170731,1.0,2.5625
149,149,"[""'Kay Beauty Eyeshadow Palette'"", ""'Kay Beauty Creme Blush'"", ""'Kay Beauty Gel Eye Pencil'"", ""'Kay Beauty Ultra Black Volume & Length Mascara - Midnight'""]","[""'Kay Beauty Matte Compact'""]",0.1707317073170731,1.0,1.9523809523809523
150,150,"[""'Kay Beauty Matte Compact'"", ""'Kay Beauty Creme Blush'"", ""'Kay Beauty Gel Eye Pencil'"", ""'Kay Beauty Ultra Black Volume & Length Mascara - Midnight'""]","[""'Kay Beauty Eyeshadow Palette'""]",0.1707317073170731,1.0,2.0500000000000003
151,151,"[""'Kay Beauty Matte Compact'"", ""'Kay Beauty Creme Blush'"", ""'Kay Beauty Eyeshadow Palette'"", ""'Kay Beauty Ultra Black Volume & Length Mascara - Midnight'""]","[""'Kay Beauty Gel Eye Pencil'""]",0.1707317073170731,1.0,4.1000000000000005
152,152,"[""'Kay Beauty Eyeshadow Palette'"", ""'Kay Beauty Gel Eye Pencil'"", ""'Kay Beauty Ultra Black Volume & Length Mascara - Midnight'""]","[""'Kay Beauty Matte Compact'"", ""'Kay Beauty Creme Blush'""]",0.1707317073170731,1.0,3.416666666666667
153,153,"[""'Kay Beauty Matte Compact'"", ""'Kay Beauty Gel Eye Pencil'"", ""'Kay Beauty Ultra Black Volume & Length Mascara - Midnight'""]","[""'Kay Beauty Creme Blush'"", ""'Kay Beauty Eyeshadow Palette'""]",0.1707317073170731,1.0,4.555555555555555
154,154,"[""'Kay Beauty Creme Blush'"", ""'Kay Beauty Gel Eye Pencil'"", ""'Kay Beauty Ultra Black Volume & Length Mascara - Midnight'""]","[""'Kay Beauty Matte Compact'"", ""'Kay Beauty Eyeshadow Palette'""]",0.1707317073170731,1.0,2.4117647058823533
155,155,"[""'Kay Beauty Creme Blush'"", ""'Kay Beauty Eyeshadow Palette'"", ""'Kay Beauty Ultra Black Volume & Length Mascara - Midnight'""]","[""'Kay Beauty Matte Compact'"", ""'Kay Beauty Gel Eye Pencil'""]",0.1707317073170731,1.0,5.125
156,156,"[""'Kay Beauty Gel Eye Pencil'"", ""'Kay Beauty Ultra Black Volume & Length Mascara - Midnight'""]","[""'Kay Beauty Matte Compact'"", ""'Kay Beauty Creme Blush'"", ""'Kay Beauty Eyeshadow Palette'""]",0.1707317073170731,1.0,4.555555555555555
157,157,"[""'Kay Beauty Hd Liquid Concealer'"", ""'Kay Beauty Eyeshadow Palette'"", ""'Kay Beauty Illuminating Highlighter'"", ""'Kay Beauty Ultra Black Volume & Length Mascara - Midnight'""]","[""'Kay Beauty Matte Compact'""]",0.1707317073170731,1.0,1.9523809523809523
158,158,"[""'Kay Beauty Matte Compact'"", ""'Kay Beauty Eyeshadow Palette'"", ""'Kay Beauty Illuminating Highlighter'"", ""'Kay Beauty Ultra Black Volume & Length Mascara - Midnight'""]","[""'Kay Beauty Hd Liquid Concealer'""]",0.1707317073170731,1.0,2.9285714285714284
159,159,"[""'Kay Beauty Matte Compact'"", ""'Kay Beauty Hd Liquid Concealer'"", ""'Kay Beauty Illuminating Highlighter'"", ""'Kay Beauty Ultra Black Volume & Length Mascara - Midnight'""]","[""'Kay Beauty Eyeshadow Palette'""]",0.1707317073170731,1.0,2.0500000000000003
160,160,"[""'Kay Beauty Eyeshadow Palette'"", ""'Kay Beauty Illuminating Highlighter'"", ""'Kay Beauty Ultra Black Volume & Length Mascara - Midnight'""]","[""'Kay Beauty Matte Compact'"", ""'Kay Beauty Hd Liquid Concealer'""]",0.1707317073170731,1.0,3.416666666666667
161,161,"[""'Kay Beauty Hd Liquid Concealer'"", ""'Kay Beauty Illuminating Highlighter'"", ""'Kay Beauty Ultra Black Volume & Length Mascara - Midnight'""]","[""'Kay Beauty Matte Compact'"", ""'Kay Beauty Eyeshadow Palette'""]",0.1707317073170731,1.0,2.4117647058823533
162,162,"[""'Kay Beauty Matte Compact'"", ""'Kay Beauty Ultra Black Volume & Length Mascara - Midnight'"", ""'Kay Beauty Illuminating Highlighter'""]","[""'Kay Beauty Hd Liquid Concealer'"", ""'Kay Beauty Eyeshadow Palette'""]",0.1707317073170731,1.0,3.1538461538461537
163,163,"[""'Kay Beauty Matte Compact'"", ""'Lakme Absolute Kohl Ultimate The Gelato Collection'"", ""'Kay Beauty Eyeshadow Palette'"", ""'Kay Beauty Illuminating Highlighter'""]","[""'Kay Beauty Hd Liquid Concealer'""]",0.1707317073170731,1.0,2.9285714285714284
164,164,"[""'Kay Beauty Matte Compact'"", ""'Kay Beauty Hd Liquid Concealer'"", ""'Lakme Absolute Kohl Ultimate The Gelato Collection'"", ""'Kay Beauty Illuminating Highlighter'""]","[""'Kay Beauty Eyeshadow Palette'""]",0.1707317073170731,1.0,2.0500000000000003
165,165,"[""'Kay Beauty Matte Compact'"", ""'Lakme Absolute Kohl Ultimate The Gelato Collection'"", ""'Kay Beauty Illuminating Highlighter'""]","[""'Kay Beauty Hd Liquid Concealer'"", ""'Kay Beauty Eyeshadow Palette'""]",0.1707317073170731,1.0,3.1538461538461537
166,166,"[""'Lakme Absolute Kohl Ultimate The Gelato Collection'"", ""'Kay Beauty Hd Liquid Concealer'"", ""'Kay Beauty Eyeshadow Palette'"", ""'Kay Beauty Ultra Black Volume & Length Mascara - Midnight'""]","[""'Kay Beauty Matte Compact'""]",0.1707317073170731,1.0,1.9523809523809523
167,167,"[""'Kay Beauty Matte Compact'"", ""'Kay Beauty Hd Liquid Concealer'"", ""'Lakme Absolute Kohl Ultimate The Gelato Collection'"", ""'Kay Beauty Ultra Black Volume & Length Mascara - Midnight'""]","[""'Kay Beauty Eyeshadow Palette'""]",0.1707317073170731,1.0,2.0500000000000003
168,168,"[""'Kay Beauty Hd Liquid Concealer'"", ""'Lakme Absolute Kohl Ultimate The Gelato Collection'"", ""'Kay Beauty Ultra Black Volume & Length Mascara - Midnight'""]","[""'Kay Beauty Matte Compact'"", ""'Kay Beauty Eyeshadow Palette'""]",0.1707317073170731,1.0,2.4117647058823533
